	header_cols	label_width	className	XMin	YMin	XMax	YMax	ImagePath
234	2	5	0.000	0.2356	0.0000	0.9812	0.9958	001.Plastic_bag/images/train/7d3797428a6a34ae.jpg
235	2	5	0.000	0.4433	0.0000	0.9989	0.7417	001.Plastic_bag/images/train/697b5d88d7b7bc68.jpg
236	2	5	0.000	0.3325	0.1445	0.9650	0.9962	001.Plastic_bag/images/train/bd3927e41f463052.jpg
237	2	5	0.000	0.0844	0.0715	0.8781	0.9754	001.Plastic_bag/images/train/0a553ce06f26e637.jpg
238	2	5	0.000	0.0000	0.0742	0.8263	0.9992	001.Plastic_bag/images/train/1cbf39b80430466e.jpg
239	2	5	0.000	0.2475	0.1792	0.3250	0.2450	001.Plastic_bag/images/train/8ccc73fd3d04a899.jpg
240	2	5	0.000	0.0724	0.3762	0.2162	0.4769	001.Plastic_bag/images/train/db9ce2e67025c4eb.jpg
241	2	5	0.000	0.1638	0.2108	0.9619	0.9992	001.Plastic_bag/images/train/f6dec5626e48660b.jpg
242	2	5	0.000	0.7812	0.5550	0.8825	0.6867	001.Plastic_bag/images/train/43626fb5e8c1c530.jpg
243	2	5	0.000	0.0000	0.0000	0.1506	0.7067	001.Plastic_bag/images/train/50b784a922254d9d.jpg
244	2	5	0.000	0.2462	0.3246	0.4219	0.6501	001.Plastic_bag/images/train/02362e80f8bf6a64.jpg
245	2	5	0.000	0.2477	0.6581	0.4461	0.9603	001.Plastic_bag/images/train/0602604499b9c09d.jpg
246	2	5	0.000	0.2285	0.0530	0.7649	0.9316	001.Plastic_bag/images/train/8cdf9b78f807fe23.jpg
247	2	5	0.000	0.6844	0.0271	0.8794	0.4915	001.Plastic_bag/images/train/d8757e21e79e8ecb.jpg
248	2	5	0.000	0.2480	0.6807	0.3733	0.9719	001.Plastic_bag/images/train/493ca8e833e79ee7.jpg
249	2	5	0.000	0.0125	0.0017	0.9712	0.9975	001.Plastic_bag/images/train/05561b568cea2e1b.jpg
250	2	5	0.000	0.3688	0.7211	0.6766	0.9988	001.Plastic_bag/images/train/0602604499b9c09d.jpg
251	2	5	0.000	0.0000	0.7680	0.2020	0.8960	001.Plastic_bag/images/train/51bae1d112045cfe.jpg
252	2	5	0.000	0.3194	0.6771	0.4861	0.8208	001.Plastic_bag/images/train/eb0cdbfe597b575e.jpg
253	2	5	0.000	0.0000	0.3615	0.2419	0.7243	001.Plastic_bag/images/train/4f19816d0b0a1a8c.jpg
254	2	5	0.000	0.0638	0.0092	0.9294	0.9625	001.Plastic_bag/images/train/03be03672fb2764e.jpg
255	2	5	0.000	0.6531	0.0000	0.9994	0.3575	001.Plastic_bag/images/train/77d79a54ddc3b23d.jpg
256	2	5	0.000	0.0010	0.0125	0.9990	0.9981	001.Plastic_bag/images/train/0385fab646080348.jpg
257	2	5	0.000	0.2432	0.6794	0.6827	0.8744	001.Plastic_bag/images/train/3514ab882a546b3c.jpg
258	2	5	0.000	0.4094	0.0000	0.9519	0.5403	001.Plastic_bag/images/train/fa95231d0630e0e1.jpg
259	2	5	0.000	0.5962	0.3708	0.9994	0.9633	001.Plastic_bag/images/train/e9baf5262fb3de46.jpg
260	2	5	0.000	0.2800	0.1833	0.6462	0.9542	001.Plastic_bag/images/train/ec13e4706bfd1558.jpg
261	2	5	0.000	0.0000	0.0008	0.9994	0.9992	001.Plastic_bag/images/train/84f956ec753d7794.jpg
262	2	5	0.000	0.0844	0.1883	0.5781	0.8533	001.Plastic_bag/images/train/b7059ac60bb9c392.jpg
263	2	5	0.000	0.2719	0.0900	0.5900	0.3517	001.Plastic_bag/images/train/86df71a0d5988be8.jpg
264	2	5	0.000	0.0856	0.0925	0.7027	0.8406	001.Plastic_bag/images/train/04517668a869f2d8.jpg
265	2	5	0.000	0.0000	0.0906	1.0000	0.9337	001.Plastic_bag/images/train/0034c7d615675754.jpg
266	2	5	0.000	0.5975	0.5568	0.8888	0.9722	001.Plastic_bag/images/train/4aa242a08c44f824.jpg
267	2	5	0.000	0.4069	0.8713	0.5576	0.9583	001.Plastic_bag/images/train/71174b0591896181.jpg
268	2	5	0.000	0.0033	0.0031	0.9975	0.9962	001.Plastic_bag/images/train/00eb3e909dbdc5d3.jpg
269	2	5	0.000	0.5913	0.2632	0.7775	0.8013	001.Plastic_bag/images/train/00dabf1d5d5863ba.jpg
270	2	5	0.000	0.4156	0.3192	0.5913	0.5292	001.Plastic_bag/images/train/32eedcc25c63f627.jpg
271	2	5	0.000	0.0539	0.7510	0.4305	0.9990	001.Plastic_bag/images/train/0b1502a23af6a54f.jpg
272	2	5	0.000	0.7358	0.1394	0.8083	0.2062	001.Plastic_bag/images/train/60516e61f76f6ebf.jpg
273	2	5	0.000	0.3287	0.1833	0.7769	0.7408	001.Plastic_bag/images/train/d8071e2a69d0b3ca.jpg
274	2	5	0.000	0.7931	0.2179	0.9994	0.7189	001.Plastic_bag/images/train/8262446ae6aa7cbb.jpg
275	2	5	0.000	0.6231	0.6157	0.7488	0.8032	001.Plastic_bag/images/train/b4b0f4a58a018f87.jpg
276	2	5	0.000	0.0469	0.0021	0.4711	0.8698	001.Plastic_bag/images/train/04fb48a055fb05fa.jpg
277	2	5	0.000	0.7720	0.2400	0.8340	0.2880	001.Plastic_bag/images/train/51bae1d112045cfe.jpg
278	2	5	0.000	0.0200	0.4033	0.2938	0.8689	001.Plastic_bag/images/train/0c3317c36b3d9eec.jpg
279	2	5	0.000	0.8220	0.6675	0.9991	0.9169	001.Plastic_bag/images/train/570899740ce3cf34.jpg
280	2	5	0.000	0.2145	0.0000	0.8264	0.9566	001.Plastic_bag/images/train/51343482482a7dcd.jpg
281	2	5	0.000	0.8069	0.6500	0.8844	0.9992	001.Plastic_bag/images/train/9f3aac22a8169076.jpg
282	2	5	0.000	0.0000	0.0000	0.9994	0.9992	001.Plastic_bag/images/train/db49c7dba56d1793.jpg
283	2	5	0.000	0.6456	0.2885	0.7356	0.4239	001.Plastic_bag/images/train/8fb537cba18a84ca.jpg
284	2	5	0.000	0.6002	0.2744	0.8591	0.4575	001.Plastic_bag/images/train/0c0c16709c4fb7a9.jpg
285	2	5	0.000	0.1296	0.5306	0.5532	0.9100	001.Plastic_bag/images/train/4a960179b2ab3ca4.jpg
286	2	5	0.000	0.4844	0.0170	0.6894	0.3453	001.Plastic_bag/images/train/99f77f9c60f84fe9.jpg
287	2	5	0.000	0.8480	0.0000	0.9307	0.0540	001.Plastic_bag/images/train/ecb16eefdc523ea0.jpg
288	2	5	0.000	0.0000	0.2592	0.5869	0.9992	001.Plastic_bag/images/train/f107f3bc29ae6c60.jpg
289	2	5	0.000	0.2125	0.0000	0.9187	0.9858	001.Plastic_bag/images/train/9c30af71af305dae.jpg
290	2	5	0.000	0.2219	0.5958	0.9994	0.9992	001.Plastic_bag/images/train/46b10b984249eeb9.jpg
291	2	5	0.000	0.9440	0.2020	0.9973	0.2740	001.Plastic_bag/images/train/ecb16eefdc523ea0.jpg
292	2	5	0.000	0.0000	0.1242	0.9984	0.8758	001.Plastic_bag/images/train/1ec2b689677672e7.jpg
293	2	5	0.000	0.0000	0.0056	0.4296	0.5704	001.Plastic_bag/images/train/733208e48d053da8.jpg
294	2	5	0.000	0.0772	0.6300	0.5511	0.9819	001.Plastic_bag/images/train/3514ab882a546b3c.jpg
295	2	5	0.000	0.5975	0.5650	0.8788	0.9992	001.Plastic_bag/images/train/86df71a0d5988be8.jpg
296	2	5	0.000	0.2406	0.5625	0.3200	0.7617	001.Plastic_bag/images/train/005f6296062603a9.jpg
297	2	5	0.000	0.1120	0.0000	0.6340	0.9094	001.Plastic_bag/images/train/00097c09aca0cabf.jpg
298	2	5	0.000	0.2044	0.0000	0.8056	0.4036	001.Plastic_bag/images/train/dace2104bc30284e.jpg
299	2	5	0.000	0.2977	0.7219	0.5749	0.9988	001.Plastic_bag/images/train/ea437786ed3bc1dc.jpg
300	2	5	0.000	0.0000	0.4592	0.3987	0.8627	001.Plastic_bag/images/train/1ec2b689677672e7.jpg
301	2	5	0.000	0.6269	0.4617	0.7656	0.5500	001.Plastic_bag/images/train/7393fb4299dd9e83.jpg
302	2	5	0.000	0.4800	0.0000	0.9994	0.3275	001.Plastic_bag/images/train/f107f3bc29ae6c60.jpg
303	2	5	0.000	0.2675	0.8349	0.3850	0.9991	001.Plastic_bag/images/train/af266c5d56e3c7bc.jpg
304	2	5	0.000	0.5625	0.1108	0.8638	0.8717	001.Plastic_bag/images/train/7c27e6864fb5dd20.jpg
305	2	5	0.000	0.3033	0.2944	0.6200	0.5406	001.Plastic_bag/images/train/49ee8413609cb05d.jpg
306	2	5	0.000	0.0000	0.5510	0.2156	0.7865	001.Plastic_bag/images/train/123556cde54a98a3.jpg
307	2	5	0.000	0.4753	0.8398	0.7708	0.9824	001.Plastic_bag/images/train/0c755c70061becb8.jpg
308	2	5	0.000	0.8475	0.6317	0.9613	0.8567	001.Plastic_bag/images/train/2642e4e681cec55b.jpg
309	2	5	0.000	0.3406	0.2883	0.8056	0.6150	001.Plastic_bag/images/train/f724328984e45d9f.jpg
310	2	5	0.000	0.5088	0.8593	0.6362	0.9991	001.Plastic_bag/images/train/31cd0ce458ff17a7.jpg
311	2	5	0.000	0.0500	0.3675	0.3831	0.9100	001.Plastic_bag/images/train/81aaad5d92a8858d.jpg
312	2	5	0.000	0.3221	0.4664	0.4565	0.8156	001.Plastic_bag/images/train/002e531370b773ea.jpg
313	2	5	0.000	0.0000	0.1667	0.9825	0.8917	001.Plastic_bag/images/train/1d9bf4da5bd8cc07.jpg
314	2	5	0.000	0.2047	0.5546	0.3752	0.9991	001.Plastic_bag/images/train/00839c7e26f5c5e0.jpg
315	2	5	0.000	0.0000	0.0000	0.9994	0.9991	001.Plastic_bag/images/train/3c36036022e632bd.jpg
316	2	5	0.000	0.0688	0.0414	0.9313	0.9039	001.Plastic_bag/images/train/dcfed644b54e2391.jpg
317	2	5	0.000	0.6200	0.4015	0.8888	0.6454	001.Plastic_bag/images/train/d01921dfb646f0eb.jpg
318	2	5	0.000	0.0431	0.0125	0.9986	0.9979	001.Plastic_bag/images/train/35c117011545b09b.jpg
319	2	5	0.000	0.2582	0.6511	0.5877	0.8711	001.Plastic_bag/images/train/53740b1e045b603f.jpg
320	2	5	0.000	0.2662	0.0607	0.3162	0.1991	001.Plastic_bag/images/train/751e84759db9b9ac.jpg
321	2	5	0.000	0.0269	0.0000	0.7538	0.9750	001.Plastic_bag/images/train/c978402ef96d7688.jpg
322	2	5	0.000	0.6256	0.2364	0.7344	0.3152	001.Plastic_bag/images/train/0fab4e71052b9548.jpg
323	2	5	0.000	0.1837	0.6106	0.5239	0.8656	001.Plastic_bag/images/train/8c4d10dce6472cb0.jpg
324	2	5	0.000	0.0000	0.0000	0.9994	0.9990	001.Plastic_bag/images/train/03e66f1e67b7ecea.jpg
325	2	5	0.000	0.9719	0.4710	0.9994	0.5495	001.Plastic_bag/images/train/751e84759db9b9ac.jpg
326	2	5	0.000	0.9219	0.5542	0.9688	0.5975	001.Plastic_bag/images/train/017f439639163703.jpg
327	2	5	0.000	0.0819	0.0779	0.4394	0.4625	001.Plastic_bag/images/train/fc40aa575d466915.jpg
328	2	5	0.000	0.0163	0.6100	0.1638	0.8483	001.Plastic_bag/images/train/2642e4e681cec55b.jpg
329	2	5	0.000	0.6194	0.3013	0.7227	0.4175	001.Plastic_bag/images/train/db9ce2e67025c4eb.jpg
330	2	5	0.000	0.0000	0.0689	0.7850	0.9226	001.Plastic_bag/images/train/53b904fc36428ad9.jpg
331	2	5	0.000	0.0000	0.8351	0.0944	0.9989	001.Plastic_bag/images/train/09c07b24d4672ea2.jpg
332	2	5	0.000	0.1681	0.2251	0.9994	0.9991	001.Plastic_bag/images/train/02362e80f8bf6a64.jpg
333	2	5	0.000	0.3933	0.4562	0.5267	0.6637	001.Plastic_bag/images/train/a8b17d203d9eea1a.jpg
334	2	5	0.000	0.5058	0.0000	0.9992	0.5750	001.Plastic_bag/images/train/5712f179452d4e00.jpg
335	2	5	0.000	0.2112	0.0807	0.6312	0.8424	001.Plastic_bag/images/train/0e43afa5ff1089f1.jpg
336	2	5	0.000	0.6687	0.4017	0.7925	0.5550	001.Plastic_bag/images/train/216da3e31dfbb78d.jpg
337	2	5	0.000	0.7385	0.8836	0.9256	0.9992	001.Plastic_bag/images/train/1726151343d23dc2.jpg
338	2	5	0.000	0.1881	0.6500	0.3325	0.7892	001.Plastic_bag/images/train/614a6b3531b9f0dc.jpg
339	2	5	0.000	0.6727	0.8810	0.7477	0.9988	001.Plastic_bag/images/train/0602604499b9c09d.jpg
340	2	5	0.000	0.4956	0.7223	0.6519	0.9296	001.Plastic_bag/images/train/f3d451880d1da929.jpg
341	2	5	0.000	0.0000	0.2867	0.5456	0.9983	001.Plastic_bag/images/train/697b5d88d7b7bc68.jpg
342	2	5	0.000	0.1833	0.3925	0.6550	0.7000	001.Plastic_bag/images/train/8c1171403b2ebdd1.jpg
343	2	5	0.000	0.4431	0.2058	0.6350	0.6400	001.Plastic_bag/images/train/81aaad5d92a8858d.jpg
344	2	5	0.000	0.3844	0.4562	0.4688	0.7042	001.Plastic_bag/images/train/073dd5489a8faed7.jpg
345	2	5	0.000	0.4383	0.6429	0.7711	0.9428	001.Plastic_bag/images/train/0602604499b9c09d.jpg
346	2	5	0.000	0.4283	0.0862	0.6242	0.1737	001.Plastic_bag/images/train/60516e61f76f6ebf.jpg
347	2	5	0.000	0.0744	0.1092	0.7781	0.8067	001.Plastic_bag/images/train/9ea43daf394a49c6.jpg
348	2	5	0.000	0.3294	0.5550	0.4869	0.7758	001.Plastic_bag/images/train/01381a0300454d75.jpg
349	2	5	0.000	0.7406	0.0354	0.9984	0.4313	001.Plastic_bag/images/train/96e6ead9d655e26d.jpg
350	2	5	0.000	0.0000	0.2725	0.6481	0.6442	001.Plastic_bag/images/train/e5688e2611f8d0db.jpg
351	2	5	0.000	0.1975	0.1108	0.6950	0.8408	001.Plastic_bag/images/train/429856872e5f36d6.jpg
352	2	5	0.000	0.2562	0.2567	0.4825	0.3808	001.Plastic_bag/images/train/216da3e31dfbb78d.jpg
353	2	5	0.000	0.5200	0.1440	0.9540	0.9990	001.Plastic_bag/images/train/00f4db8fcca9763c.jpg
354	2	5	0.000	0.0811	0.0437	0.9158	0.8877	001.Plastic_bag/images/train/391834253a67a181.jpg
355	2	5	0.000	0.3013	0.0750	0.8125	0.9484	001.Plastic_bag/images/train/0f857a81451c0c99.jpg
356	2	5	0.000	0.0000	0.0000	0.2938	0.5311	001.Plastic_bag/images/train/ffb8d5536f78359e.jpg
357	2	5	0.000	0.4194	0.1575	0.6169	0.2367	001.Plastic_bag/images/train/e4ba84408a77ed01.jpg
358	2	5	0.000	0.3758	0.3900	0.6333	0.5525	001.Plastic_bag/images/train/e0683f7d99e8c905.jpg
359	2	5	0.000	0.0010	0.1172	0.6621	0.8346	001.Plastic_bag/images/train/1f1f12e2448553e0.jpg
360	2	5	0.000	0.0036	0.0905	0.8361	0.7480	001.Plastic_bag/images/train/566fe174cb94fde5.jpg
361	2	5	0.000	0.0271	0.0000	0.9229	0.9984	001.Plastic_bag/images/train/96ff1d9afe40f65f.jpg
362	2	5	0.000	0.2942	0.1456	0.5492	0.5850	001.Plastic_bag/images/train/2c44e3645f81cc0f.jpg
363	2	5	0.000	0.5356	0.4508	0.9531	0.9075	001.Plastic_bag/images/train/3685d04362f3ddbf.jpg
364	2	5	0.000	0.5613	0.0000	0.8287	0.4083	001.Plastic_bag/images/train/f349d7d53b1d3012.jpg
365	2	5	0.000	0.2369	0.5437	0.3663	0.7840	001.Plastic_bag/images/train/08a6765baa7c3b1a.jpg
366	2	5	0.000	0.1433	0.3289	0.5700	0.9689	001.Plastic_bag/images/train/0666abda3fa433ba.jpg
367	2	5	0.000	0.0000	0.1744	0.8892	0.9463	001.Plastic_bag/images/train/ea001d1ba9a280e7.jpg
368	2	5	0.000	0.0475	0.1750	0.9881	0.8383	001.Plastic_bag/images/train/011c8093db1fc275.jpg
369	2	5	0.000	0.8200	0.4140	0.8629	0.4460	001.Plastic_bag/images/train/3b63a6eb8c7e6913.jpg
370	2	5	0.000	0.2881	0.5792	0.5281	0.9683	001.Plastic_bag/images/train/eb776914ddd4a04e.jpg
371	2	5	0.000	0.0619	0.1167	0.8931	0.9717	001.Plastic_bag/images/train/084a2d27ffddd858.jpg
372	2	5	0.000	0.3050	0.1787	0.3758	0.2369	001.Plastic_bag/images/train/60516e61f76f6ebf.jpg
373	2	5	0.000	0.1970	0.5613	0.5872	0.8962	001.Plastic_bag/images/train/4c4b1de101e1dec5.jpg
374	2	5	0.000	0.5258	0.2387	0.9992	0.8669	001.Plastic_bag/images/train/88e3a8c1a37fadc4.jpg
375	2	5	0.000	0.0250	0.5009	0.4125	0.9991	001.Plastic_bag/images/train/30e366352cba4828.jpg
376	2	5	0.000	0.0000	0.3725	0.9969	0.9486	001.Plastic_bag/images/train/00782bbf3bcee6cd.jpg
377	2	5	0.000	0.3836	0.2094	0.8156	0.7250	001.Plastic_bag/images/train/c019a82499ffbe7b.jpg
378	2	5	0.000	0.0000	0.0000	0.9563	0.9979	001.Plastic_bag/images/train/d31d3483e1dd1b78.jpg
379	2	5	0.000	0.6950	0.8067	0.9213	0.9992	001.Plastic_bag/images/train/bfbba5a040d98033.jpg
380	2	5	0.000	0.2756	0.3436	0.5919	0.7694	001.Plastic_bag/images/train/4e7a18139d128e1e.jpg
381	2	5	0.000	0.0525	0.7475	0.2437	0.8475	001.Plastic_bag/images/train/7393fb4299dd9e83.jpg
382	2	5	0.000	0.6650	0.5677	0.8612	0.9029	001.Plastic_bag/images/train/b1fd36dc8b84b471.jpg
383	2	5	0.000	0.2600	0.2644	0.4800	0.6251	001.Plastic_bag/images/train/00d67ab9e6db2059.jpg
384	2	5	0.000	0.2693	0.3187	0.6117	0.4350	001.Plastic_bag/images/train/0c0c16709c4fb7a9.jpg
385	2	5	0.000	0.1256	0.0771	0.9400	0.9160	001.Plastic_bag/images/train/1b812f313ca72811.jpg
386	2	5	0.000	0.0000	0.5256	0.1678	0.8381	001.Plastic_bag/images/train/e24ecdee0d7fce10.jpg
387	2	5	0.000	0.4919	0.3292	0.9644	0.9781	001.Plastic_bag/images/train/e3e33f5b1e16f53e.jpg
388	2	5	0.000	0.3438	0.0617	0.9350	0.8167	001.Plastic_bag/images/train/b3bbb4237783bf87.jpg
389	2	5	0.000	0.0000	0.6435	0.1244	0.9897	001.Plastic_bag/images/train/d01921dfb646f0eb.jpg
390	2	5	0.000	0.0150	0.6078	0.2381	0.9213	001.Plastic_bag/images/train/09c07b24d4672ea2.jpg
391	2	5	0.000	0.5088	0.6417	0.6375	0.8733	001.Plastic_bag/images/train/2642e4e681cec55b.jpg
392	2	5	0.000	0.0000	0.6628	0.3563	0.9992	001.Plastic_bag/images/train/8457ea3663b29db0.jpg
393	2	5	0.000	0.0474	0.0768	0.9624	0.9820	001.Plastic_bag/images/train/7bfe54fbf07ddb7f.jpg
394	2	5	0.000	0.0000	0.0725	0.9994	0.9992	001.Plastic_bag/images/train/ac569e08d2098248.jpg
395	2	5	0.000	0.7435	0.0523	0.9641	0.9428	001.Plastic_bag/images/train/007653c739edf912.jpg
396	2	5	0.000	0.4703	0.6667	0.6562	0.9625	001.Plastic_bag/images/train/073dd5489a8faed7.jpg
397	2	5	0.000	0.1525	0.0369	0.8075	0.9468	001.Plastic_bag/images/train/30f14d9b0feb175a.jpg
398	2	5	0.000	0.0000	0.2794	0.2663	0.5000	001.Plastic_bag/images/train/1ec2b689677672e7.jpg
399	2	5	0.000	0.4356	0.6447	0.8969	0.9991	001.Plastic_bag/images/train/8fb537cba18a84ca.jpg
400	2	5	0.000	0.1419	0.6096	0.3881	0.9992	001.Plastic_bag/images/train/f21fbac7c1b32f69.jpg
401	2	5	0.000	0.0019	0.0000	0.2875	0.3725	001.Plastic_bag/images/train/0e9d17447102d5ac.jpg
402	2	5	0.000	0.4156	0.2964	0.8750	0.6989	001.Plastic_bag/images/train/0602604499b9c09d.jpg
403	2	5	0.000	0.2037	0.2108	0.2669	0.2658	001.Plastic_bag/images/train/8ccc73fd3d04a899.jpg
404	2	5	0.000	0.0000	0.4756	0.9987	0.9990	001.Plastic_bag/images/train/0c755c70061becb8.jpg
405	2	5	0.000	0.4662	0.4585	0.8700	0.9991	001.Plastic_bag/images/train/2c10377016e5bc44.jpg
406	2	5	0.000	0.6519	0.3050	1.0000	1.0000	001.Plastic_bag/images/train/c1ad1a8953436200.jpg
407	2	5	0.000	0.0000	0.0000	0.2448	0.4389	001.Plastic_bag/images/train/a2752840fe771dd8.jpg
408	2	5	0.000	0.0000	0.4350	0.1250	0.6500	001.Plastic_bag/images/train/a8b17d203d9eea1a.jpg
409	2	5	0.000	0.4917	0.6056	0.7125	0.7594	001.Plastic_bag/images/train/b862f32ffb5f1a59.jpg
410	2	5	0.000	0.4744	0.7326	0.7406	0.9961	001.Plastic_bag/images/train/91416c9a4f4b7d16.jpg
411	2	5	0.000	0.0831	0.4950	0.6212	0.8712	001.Plastic_bag/images/train/6c3ae1a080e2c983.jpg
412	2	5	0.000	0.3881	0.0850	0.8675	0.5100	001.Plastic_bag/images/train/f724328984e45d9f.jpg
413	2	5	0.000	0.3600	0.3920	0.6587	0.9990	001.Plastic_bag/images/train/00f4db8fcca9763c.jpg
414	2	5	0.000	0.0000	0.1725	0.3094	0.5192	001.Plastic_bag/images/train/e4ba84408a77ed01.jpg
415	2	5	0.000	0.1422	0.2172	0.5797	0.4906	001.Plastic_bag/images/train/09d6dd4a55b2dd78.jpg
416	2	5	0.000	0.1947	0.0640	0.2907	0.1060	001.Plastic_bag/images/train/ecb16eefdc523ea0.jpg
417	2	5	0.000	0.0000	0.2189	0.1806	0.9456	001.Plastic_bag/images/train/0b9a64abf7758be8.jpg
418	2	5	0.000	0.5188	0.7642	0.6250	0.9542	001.Plastic_bag/images/train/005f6296062603a9.jpg
419	2	5	0.000	0.5162	0.1850	0.9994	0.7958	001.Plastic_bag/images/train/690e784f00f441e3.jpg
420	2	5	0.000	0.4994	0.1275	0.9994	0.9042	001.Plastic_bag/images/train/010e5642fc0b392f.jpg
421	2	5	0.000	0.4150	0.6276	0.5663	0.7702	001.Plastic_bag/images/train/f3d451880d1da929.jpg
422	2	5	0.000	0.0694	0.2606	0.8565	0.7050	001.Plastic_bag/images/train/cc130c5230892338.jpg
423	2	5	0.000	0.0381	0.0000	0.7512	0.8875	001.Plastic_bag/images/train/6aa1115179dd6679.jpg
424	2	5	0.000	0.2694	0.0713	0.4875	0.5113	001.Plastic_bag/images/train/9c5b385ed35ae33e.jpg
425	2	5	0.000	0.7633	0.6687	0.8925	0.7750	001.Plastic_bag/images/train/60516e61f76f6ebf.jpg
426	2	5	0.000	0.0013	0.0000	0.9994	0.9989	001.Plastic_bag/images/train/255ae4b60de75bf9.jpg
427	2	5	0.000	0.6017	0.7575	0.9167	0.9988	001.Plastic_bag/images/train/a8b17d203d9eea1a.jpg
428	2	5	0.000	0.0000	0.6520	0.9973	0.9980	001.Plastic_bag/images/train/ecb16eefdc523ea0.jpg
429	2	5	0.000	0.0031	0.0215	0.9856	0.9953	001.Plastic_bag/images/train/1313161d5aa287b6.jpg
430	2	5	0.000	0.0894	0.2175	0.5619	0.6067	001.Plastic_bag/images/train/0098139fec714cb4.jpg
431	2	5	0.000	0.0000	0.0000	0.9994	0.9991	001.Plastic_bag/images/train/ebca1db92082045c.jpg
432	2	5	0.000	0.0868	0.0625	0.7431	0.7017	001.Plastic_bag/images/train/55251023b50439fa.jpg
433	2	5	0.000	0.6480	0.0720	0.7893	0.1380	001.Plastic_bag/images/train/ecb16eefdc523ea0.jpg
434	2	5	0.000	0.2234	0.7542	0.5844	0.9979	001.Plastic_bag/images/train/407143f172757997.jpg
435	2	5	0.000	0.0078	0.1844	0.6094	0.7875	001.Plastic_bag/images/train/13fc0778708f6e0d.jpg
436	2	5	0.000	0.8060	0.3460	0.9990	0.9340	001.Plastic_bag/images/train/00d669e2390b50ee.jpg
437	2	5	0.000	0.0000	0.0000	0.9994	0.9991	001.Plastic_bag/images/train/f22681cb39b5a83c.jpg
438	2	5	0.000	0.8031	0.2792	0.9994	0.6525	001.Plastic_bag/images/train/42f903e2436dec9b.jpg
439	2	5	0.000	0.2708	0.0131	0.4758	0.2044	001.Plastic_bag/images/train/60516e61f76f6ebf.jpg
440	2	5	0.000	0.7331	0.0000	0.9319	0.4158	001.Plastic_bag/images/train/f349d7d53b1d3012.jpg
441	2	5	0.000	0.0000	0.0000	0.9984	0.9984	001.Plastic_bag/images/train/cfbb4756dba3e263.jpg
442	2	5	0.000	0.7460	0.1377	0.8761	0.3340	001.Plastic_bag/images/train/9f6613c5e9a566d9.jpg
443	2	5	0.000	0.0550	0.4662	0.1350	0.6538	001.Plastic_bag/images/train/a8b17d203d9eea1a.jpg
444	2	5	0.000	0.0000	0.0000	0.9994	0.9992	001.Plastic_bag/images/train/0f438192f88bbbb5.jpg
445	2	5	0.000	0.7211	0.5023	0.8703	0.6343	001.Plastic_bag/images/train/d0090a800d3e3832.jpg
446	2	5	0.000	0.5119	0.6800	0.5700	0.7733	001.Plastic_bag/images/train/d08d97d4b69bc3d6.jpg
447	2	5	0.000	0.0000	0.0000	0.9990	0.9987	001.Plastic_bag/images/train/6431e1e9c16f9dbc.jpg
448	2	5	0.000	0.2781	0.5028	0.3613	0.5891	001.Plastic_bag/images/train/f3d451880d1da929.jpg
449	2	5	0.000	0.3300	0.2483	0.5950	0.4000	001.Plastic_bag/images/train/c8a4aa9403bac112.jpg
450	2	5	0.000	0.3825	0.7700	0.6558	0.9869	001.Plastic_bag/images/train/7dbfec098494db15.jpg
451	2	5	0.000	0.3508	0.6381	0.5347	0.8063	001.Plastic_bag/images/train/f36868b6fc8e229c.jpg
452	2	5	0.000	0.2026	0.2647	0.7647	0.9216	001.Plastic_bag/images/train/09f9fb6ef25b1eda.jpg
453	2	5	0.000	0.2258	0.0000	0.9992	0.5919	001.Plastic_bag/images/train/9f3e545a39611697.jpg
454	2	5	0.000	0.0297	0.1359	0.5953	0.5469	001.Plastic_bag/images/train/090b2ca2ed591b44.jpg
455	2	5	0.000	0.5095	0.5887	0.5805	0.6775	001.Plastic_bag/images/train/9b5f296f02da2dcf.jpg
456	2	5	0.000	0.6025	0.1192	0.7475	0.2450	001.Plastic_bag/images/train/b5c748c03f11ec44.jpg
457	2	5	0.000	0.1063	0.7588	0.3920	0.9894	001.Plastic_bag/images/train/cac392907792d074.jpg
458	2	5	0.000	0.1812	0.1969	0.7547	0.8109	001.Plastic_bag/images/train/05a529c287c9ca21.jpg
459	2	5	0.000	0.0000	0.0000	0.9991	0.9994	001.Plastic_bag/images/train/1398a2146e47cce3.jpg
460	2	5	0.000	0.0000	0.3211	0.2637	0.5055	001.Plastic_bag/images/train/9e532206d4fc28fc.jpg
461	2	5	0.000	0.0806	0.0685	0.9994	0.9991	001.Plastic_bag/images/train/054e3559c9043d59.jpg
462	2	5	0.000	0.3920	0.7200	0.6660	0.9653	001.Plastic_bag/images/train/51bae1d112045cfe.jpg
463	2	5	0.000	0.2640	0.2667	0.7040	0.4347	001.Plastic_bag/images/train/51bae1d112045cfe.jpg
464	2	5	0.000	0.3881	0.5760	0.6162	0.8265	001.Plastic_bag/images/train/b02bdce097a9917f.jpg
465	2	5	0.000	0.5994	0.3783	0.7644	0.5933	001.Plastic_bag/images/train/81aaad5d92a8858d.jpg
466	2	5	0.000	0.4669	0.3983	0.7163	0.7858	001.Plastic_bag/images/train/f6a61b3b167cbbbc.jpg
467	2	5	0.000	0.0650	0.2836	0.0869	0.3033	001.Plastic_bag/images/train/0603f22006991971.jpg
